event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2
UFC Fight Night: Allen vs. Craig,1,mw,ko_tko,2,264,16109688429c09de,Christian Leroy Duncan ,Denis Tiuliulin
UFC Fight Night: Allen vs. Craig,1,hw,dec_una,3,300,36f10b949b935b8c,Mick Parkin ,Caio Machado
UFC Fight Night: Allen vs. Craig,1,ftw,ko_tko,1,91,f0fe73e650b746f2,Jeka Saragih ,Lucas Alexander
UFC Fight Night: Allen vs. Craig,0,wbw,dec_una,3,300,6997693d552600dd,Lucie Pudilova ,Ailin Perez
UFC Fight Night: Allen vs. Craig,,lw,other,3,191,6e5a3d6b6ed84ac3,Trey Ogden ,Nikolas Motta
UFC Fight Night: Allen vs. Craig,0,flw,dec_una,3,300,9abf0b60a44a82d1,Charles Johnson ,Rafael Estevam
UFC 295: Prochazka vs. Pereira,0,UFC Light Heavyweight Title Bout,ko_tko,2,248,b1f2ec122beda7a5,Jiri Prochazka ,Alex Pereira
UFC 295: Prochazka vs. Pereira,0,UFC Interim Heavyweight Title Bout,ko_tko,1,69,db49619221b282af,Sergei Pavlovich ,Tom Aspinall
UFC 295: Prochazka vs. Pereira,1,wsw,ko_tko,2,195,6fd67582d8adb1c7,Jessica Andrade ,Mackenzie Dern
UFC 295: Prochazka vs. Pereira,0,lw,ko_tko,1,91,9fe98de1eac21f2e,Matt Frevola ,Benoit Saint Denis
UFC 295: Prochazka vs. Pereira,1,ftw,ko_tko,1,90,128ab9aa4802c73f,Diego Lopes ,Pat Sabatini
UFC 295: Prochazka vs. Pereira,1,flw,dec_una,3,300,5704e73f91b9e7f7,Steve Erceg ,Alessandro Costa
UFC 295: Prochazka vs. Pereira,0,wsw,dec_spl,3,300,a0362d60d2e1db0d,Tabatha Ricci ,Loopy Godinez
UFC 295: Prochazka vs. Pereira,1,lw,sub,1,188,480c4dbd2e792d86,Mateusz Rebecki ,Roosevelt Roberts
UFC 295: Prochazka vs. Pereira,,lw,dec_maj,3,300,83a0fff04494bfc4,Nazim Sadykhov ,Viacheslav Borshchev
UFC 295: Prochazka vs. Pereira,1,lw,ko_tko,1,282,4c025d1fff9e9fce,Jared Gordon ,Mark Madsen
UFC 295: Prochazka vs. Pereira,1,cw,dec_una,3,300,57333b7bff20ece0,John Castaneda ,Kyung Ho Kang
UFC 295: Prochazka vs. Pereira,1,flw,dec_una,3,300,8a0fc4624578a7e4,Joshua Van ,Kevin Borjas
UFC 295: Prochazka vs. Pereira,0,ftw,ko_tko,1,49,1cf69de0eea46877,Dennis Buzukja ,Jamall Emmers
UFC Fight Night: Almeida vs. Lewis,1,hw,dec_una,5,300,ac37849f627a79c4,Jailton Almeida ,Derrick Lewis
UFC Fight Night: Almeida vs. Lewis,0,ww,ko_tko,2,273,3a81276a9641c6a1,Gabriel Bonfim ,Nicolas Dalby
UFC Fight Night: Almeida vs. Lewis,1,hw,dec_una,3,300,119bc264e2bb9877,Rodrigo Nascimento ,Don'Tale Mayes
UFC Fight Night: Almeida vs. Lewis,1,mw,dec_una,3,300,7d474fbf31894108,Caio Borralho ,Abus Magomedov
UFC Fight Night: Almeida vs. Lewis,1,cw,ko_tko,1,241,ff8f92cf8fb1b76c,Elves Brener ,Kaynan Kruschewsky
UFC Fight Night: Almeida vs. Lewis,,ww,dec_maj,3,300,b5ea6535748edbce,Rinat Fakhretdinov ,Elizeu Zaleski dos Santos
UFC Fight Night: Almeida vs. Lewis,1,lhw,ko_tko,2,63,6532b71560ae39e0,Vitor Petrino ,Modestas Bukauskas
UFC Fight Night: Almeida vs. Lewis,1,wsw,dec_una,3,300,7df5998eca143c04,Angela Hill ,Denise Gomes
UFC Fight Night: Almeida vs. Lewis,1,wsw,ko_tko,2,134,9e2bb8d5961b44d4,Eduarda Moura ,Montserrat Conejo Ruiz
UFC Fight Night: Almeida vs. Lewis,0,lw,dec_spl,3,300,3c69bed42893da75,Kaue Fernandes ,Marc Diakiese
UFC Fight Night: Yusuff vs. Barboza,0,ftw,dec_una,5,300,824859c7580eb35b,Sodiq Yusuff ,Edson Barboza
UFC Fight Night: Yusuff vs. Barboza,0,wflw,dec_una,3,300,751cf3d52fce1d1f,Jennifer Maia ,Viviane Araujo
UFC Fight Night: Yusuff vs. Barboza,1,bw,ko_tko,2,146,0d6d212fcdf47f2e,Jonathan Martinez ,Adrian Yanez
UFC Fight Night: Yusuff vs. Barboza,0,mw,ko_tko,1,66,6acd1c591170f597,Andre Petroski ,Michel Pereira
UFC Fight Night: Yusuff vs. Barboza,1,bw,dec_una,3,300,0197a61472fc351d,Christian Rodriguez ,Cameron Saaiman
UFC Fight Night: Yusuff vs. Barboza,1,ftw,sub,3,143,3a8af8ee23444b72,Darren Elkins ,TJ Brown
UFC Fight Night: Yusuff vs. Barboza,1,wbw,dec_una,3,300,5b7b5b01f4dcbd9c,Tainara Lisboa ,Ravena Oliveira
UFC Fight Night: Yusuff vs. Barboza,1,lw,ko_tko,1,20,7f7d2abc21f171ca,Terrance McKinney ,Brendon Marotte
UFC Fight Night: Yusuff vs. Barboza,0,wbw,dec_una,3,300,1ba282da76ca82ad,Irina Alekseeva ,Melissa Dixon
UFC Fight Night: Yusuff vs. Barboza,1,bw,dec_una,3,300,a74a8c1e0a49070d,Chris Gutierrez , Alatengheili
UFC Fight Night: Yusuff vs. Barboza,0,wsw,dec_una,3,300,85a130a4b655c8f5,Ashley Yoder ,Emily Ducote
UFC Fight Night: Dawson vs. Green,0,lw,ko_tko,1,33,1aa4c2fa5ffaff00,Grant Dawson ,Bobby Green
UFC Fight Night: Dawson vs. Green,1,mw,sub,2,125,e966de63c8e6b1d5,Joe Pyfer ,Abdul Razak Alhassan
UFC Fight Night: Dawson vs. Green,0,ww,dec_una,3,300,eb76a5b76a68e4c4,Alex Morono ,Joaquin Buckley
UFC Fight Night: Dawson vs. Green,1,lw,ko_tko,1,156,68095e551ff6bbfd,Drew Dober ,Ricky Glenn
UFC Fight Night: Dawson vs. Green,0,ftw,dec_una,3,300,b638646fb297228d,Alexander Hernandez ,Bill Algeo
UFC Fight Night: Dawson vs. Green,1,wsw,dec_una,3,300,b6a6ba08898f3b6a,Karolina Kowalkiewicz ,Diana Belbita
UFC Fight Night: Dawson vs. Green,1,flw,ko_tko,1,280,eb7b0a6f06dbdb4f,Nate Maness ,Mateus Mendonca
UFC Fight Night: Dawson vs. Green,1,wsw,dec_una,3,300,5ee83e03aaff5fa1,Vanessa Demopoulos ,Kanako Murata
UFC Fight Night: Dawson vs. Green,1,bw,dec_una,3,300,df146b0592259e5d,Aoriqileng ,Johnny Munoz
UFC Fight Night: Dawson vs. Green,0,wflw,dec_una,3,300,cc4fcfede19bc196,Montana De La Rosa ,JJ Aldrich
UFC Fight Night: Fiziev vs. Gamrot,0,lw,ko_tko,2,123,23a604f460289271,Rafael Fiziev ,Mateusz Gamrot
UFC Fight Night: Fiziev vs. Gamrot,1,ftw,dec_una,3,300,da1b37edb8ccd3e6,Bryce Mitchell ,Dan Ige
UFC Fight Night: Fiziev vs. Gamrot,1,wsw,ko_tko,2,162,d8335b728604b222,Marina Rodriguez ,Michelle Waterson-Gomez
UFC Fight Night: Fiziev vs. Gamrot,1,ww,sub,2,272,bf647be41de365e4,Bryan Battle ,AJ Fletcher
UFC Fight Night: Fiziev vs. Gamrot,0,ftw,sub,1,192,6e1bf1b163b3aeab,Ricardo Ramos ,Charles Jourdain
UFC Fight Night: Fiziev vs. Gamrot,0,bw,dec_una,3,300,b78545b32a97ac44,Dan Argueta ,Miles Johns
UFC Fight Night: Fiziev vs. Gamrot,1,ww,ko_tko,3,75,b3c7a5a97978d156,Tim Means ,Andre Fialho
UFC Fight Night: Fiziev vs. Gamrot,0,mw,dq,1,255,1496969c1497dc85,Jacob Malkoun ,Cody Brundage
UFC Fight Night: Fiziev vs. Gamrot,1,hw,dec_una,3,300,49ede01b061cfae3,Mohammed Usman ,Jake Collier
UFC Fight Night: Fiziev vs. Gamrot,1,wsw,dec_una,3,300,adb411b0f418ce33,Mizuki,Hannah Goldy
UFC Fight Night: Fiziev vs. Gamrot,0,wbw,dec_spl,3,300,0732e6b6eb0a607d,Tamires Vidal ,Montserrat Rendon
UFC Fight Night: Grasso vs. Shevchenko 2,,UFC Women's Flyweight Title Bout,dec_spl,5,300,b395c89e19a3fec4,Alexa Grasso ,Valentina Shevchenko
UFC Fight Night: Grasso vs. Shevchenko 2,0,ww,dec_spl,3,300,697efaf0d162e877,Kevin Holland ,Jack Della Maddalena
UFC Fight Night: Grasso vs. Shevchenko 2,1,bw,ko_tko,1,54,c0ca4c201d086ea8,Raul Rosas Jr. ,Terrence Mitchell
UFC Fight Night: Grasso vs. Shevchenko 2,1,lw,sub,2,206,2e1435c160bfe8b2,Daniel Zellhuber ,Christos Giagos
UFC Fight Night: Grasso vs. Shevchenko 2,0,ftw,dec_una,3,300,a5d76e93a5052e3f,Fernando Padilla ,Kyle Nelson
UFC Fight Night: Grasso vs. Shevchenko 2,1,wsw,sub,2,218,79f03eca3fe5cdb3,Loopy Godinez ,Elise Reed
UFC Fight Night: Grasso vs. Shevchenko 2,1,mw,ko_tko,2,284,7a0813ec0fadc84e,Roman Kopylov ,Josh Fremd
UFC Fight Night: Grasso vs. Shevchenko 2,,flw,other,1,227,5d3e046b6bcd49f5,Edgar Chairez ,Daniel Lacerda
UFC Fight Night: Grasso vs. Shevchenko 2,1,wflw,dec_una,3,300,bcec26b425194e40,Tracy Cortez ,Jasmine Jasudavicius
UFC Fight Night: Grasso vs. Shevchenko 2,0,lw,ko_tko,1,218,58b2fdad7af9be02,Alex Reyes ,Charlie Campbell
UFC Fight Night: Grasso vs. Shevchenko 2,1,wsw,dec_una,3,300,11318a7807cee8ca,Josefine Knutsson ,Marnic Mann
UFC 293: Adesanya vs. Strickland,0,UFC Middleweight Title Bout,dec_una,5,300,7f16e7725245bb2d,Israel Adesanya ,Sean Strickland
UFC 293: Adesanya vs. Strickland,0,hw,sub,2,277,e4ed294e16e16d81,Tai Tuivasa ,Alexander Volkov
UFC 293: Adesanya vs. Strickland,1,flw,dec_una,3,300,222bb2c67a87d312,Manel Kape ,Felipe dos Santos
UFC 293: Adesanya vs. Strickland,1,hw,ko_tko,1,82,f9d2137f380e66bf,Justin Tafa ,Austen Lane
UFC 293: Adesanya vs. Strickland,1,lhw,ko_tko,1,132,3e1c27f17433f9e4,Tyson Pedro ,Anton Turkalj
UFC 293: Adesanya vs. Strickland,1,lhw,sub,3,289,a3d75cc363a6544b,Carlos Ulberg ,Da Woon Jung
UFC 293: Adesanya vs. Strickland,0,ftw,ko_tko,2,199,09a7f0979a58e6ea,Jack Jenkins ,Chepe Mariscal
UFC 293: Adesanya vs. Strickland,1,lw,dec_una,3,300,0aae15358d8606b9,Jamie Mullarkey ,John Makdessi
UFC 293: Adesanya vs. Strickland,1,lw,dec_una,3,300,bfff5a3777841344,Nasrat Haqparast ,Landon Quinones
UFC 293: Adesanya vs. Strickland,0,ww,dec_una,3,300,56809feb4fe7ea61,Blood Diamond ,Charles Radtke
UFC 293: Adesanya vs. Strickland,0,ftw,sub,1,59,5d481ff494bf40da,Shane Young ,Gabriel Miranda
UFC 293: Adesanya vs. Strickland,1,ww,sub,1,289,65c89e0c92e51bb8,Kevin Jousset ,Kiefer Crosbie
UFC Fight Night: Gane vs. Spivac,1,hw,ko_tko,2,224,ea006bae605e2a6b,Ciryl Gane ,Serghei Spivac
UFC Fight Night: Gane vs. Spivac,1,wflw,dec_una,3,300,4eaf54ad3c82b6fa,Manon Fiorot ,Rose Namajunas
UFC Fight Night: Gane vs. Spivac,1,lw,ko_tko,2,284,dfa8fd0b82b37fa1,Benoit Saint Denis ,Thiago Moises
UFC Fight Night: Gane vs. Spivac,1,lhw,sub,1,226,5098d052525da54f,Volkan Oezdemir ,Bogdan Guskov
UFC Fight Night: Gane vs. Spivac,1,ftw,ko_tko,3,140,1c29c53ff032c5c1,William Gomis ,Yanis Ghemmouri
UFC Fight Night: Gane vs. Spivac,1,ftw,ko_tko,1,231,0d41a3fa5efef91b,Morgan Charriere ,Manolo Zecchini
UFC Fight Night: Gane vs. Spivac,1,bw,dec_una,3,300,1b9a127f9dadaad9,Taylor Lapilus ,Caolan Loughran
UFC Fight Night: Gane vs. Spivac,1,ww,dec_una,3,300,1be27d95bba03f17,Ange Loosa ,Rhys McKee
UFC Fight Night: Gane vs. Spivac,1,wbw,dec_una,3,300,e3a5a7ede88a2555,Nora Cornolle ,Joselyne Edwards
UFC Fight Night: Gane vs. Spivac,1,bw,sub,1,255,ac73c6888ee9322c,Farid Basharat ,Kleydson Rodrigues
UFC Fight Night: Gane vs. Spivac,0,cw,dec_una,3,300,2a48d0a98c21e736,Zarah Fairn ,Jacqueline Cavalcanti
UFC 292: Sterling vs. O'Malley,0,UFC Bantamweight Title Bout,ko_tko,2,51,ee796ecb4ee8680b,Aljamain Sterling ,Sean O'Malley
UFC 292: Sterling vs. O'Malley,1,UFC Women's Strawweight Title Bout,dec_una,5,300,845e38dfbfea6e53,Zhang Weili ,Amanda Lemos
UFC 292: Sterling vs. O'Malley,0,ww,dec_una,3,300,78d2c01dc963f204,Neil Magny ,Ian Garry
UFC 292: Sterling vs. O'Malley,0,bw,dec_una,3,300,fd4d30036a3f3efb,Da'Mon Blackshear ,Mario Bautista
UFC 292: Sterling vs. O'Malley,1,bw,dec_una,3,300,621e6f0929a3dbfc,Marlon Vera ,Pedro Munhoz
UFC 292: Sterling vs. O'Malley,0,mw,dec_una,3,300,1a95cc401f68f4c8,Chris Weidman ,Brad Tavares
UFC 292: Sterling vs. O'Malley,1,mw,ko_tko,1,103,f995ed679ef8bdf4,Gregory Rodrigues ,Denis Tiuliulin
UFC 292: Sterling vs. O'Malley,1,lw,sub,2,159,62d53ad8f8769666,Kurt Holobaugh ,Austin Hubbard
UFC 292: Sterling vs. O'Malley,1,bw,dec_una,3,300,e9754f597ec50f6f,Brad Katona ,Cody Gibson
UFC 292: Sterling vs. O'Malley,1,mw,dec_spl,3,300,9f7c28381b6913c8,Andre Petroski ,Gerald Meerschaert
UFC 292: Sterling vs. O'Malley,0,wflw,dec_una,3,300,8c7b5b21b3532027,Andrea Lee ,Natalia Silva
UFC 292: Sterling vs. O'Malley,1,wflw,sub,1,299,f329bd89e375d6df,Karine Silva ,Maryna Moroz
UFC Fight Night: Luque vs. Dos Anjos,1,ww,dec_una,5,300,e346f2b7af63e804,Vicente Luque ,Rafael Dos Anjos
UFC Fight Night: Luque vs. Dos Anjos,1,ftw,dec_una,3,300,1b1fd32485861655,Cub Swanson ,Hakeem Dawodu
UFC Fight Night: Luque vs. Dos Anjos,1,lhw,ko_tko,1,160,c57a4810c932b296,Khalil Rountree Jr. ,Chris Daukaus
UFC Fight Night: Luque vs. Dos Anjos,0,wsw,sub,2,222,c2f730cb33df5221,Polyana Viana ,Iasmin Lucindo
UFC Fight Night: Luque vs. Dos Anjos,1,mw,dec_una,3,300,560a971c6ab8b854,AJ Dobson ,Tafon Nchukwi
UFC Fight Night: Luque vs. Dos Anjos,1,mw,dec_una,3,300,9a9479663bedf8b4,Josh Fremd ,Jamie Pickett
UFC Fight Night: Luque vs. Dos Anjos,0,bw,ko_tko,1,139,2c160a1d1fdbf0b0,JP Buys ,Marcus McGhee
UFC Fight Night: Luque vs. Dos Anjos,1,lw,ko_tko,1,85,9576d9cba5cf5c4e,Terrance McKinney ,Mike Breeden
UFC Fight Night: Luque vs. Dos Anjos,0,ftw,ko_tko,1,288,9479ba3cdcb1e513,Francis Marshall ,Isaac Dulgarian
UFC Fight Night: Luque vs. Dos Anjos,0,hw,sub,1,251,d5929b7fbc801ce4,Josh Parisian ,Martin Buday
UFC Fight Night: Luque vs. Dos Anjos,1,wsw,ko_tko,3,221,ca2aa660bea0cb60,Jaqueline Amorim ,Montserrat Conejo Ruiz
UFC Fight Night: Luque vs. Dos Anjos,1,bw,sub,1,227,91a5480f48bfaa71,Da'Mon Blackshear ,Jose Johnson
UFC Fight Night: Luque vs. Dos Anjos,0,wflw,ko_tko,1,221,e3573545220ca4ea,Juliana Miller ,Luana Santos
UFC Fight Night: Sandhagen vs. Font,1,cw,dec_una,5,300,554163b1c8c05522,Cory Sandhagen ,Rob Font
UFC Fight Night: Sandhagen vs. Font,0,wsw,sub,2,91,ec2358459ffbe7de,Jessica Andrade ,Tatiana Suarez
UFC Fight Night: Sandhagen vs. Font,1,lhw,ko_tko,1,82,2c54be25b09fce50,Dustin Jacoby ,Kennedy Nzechukwu
UFC Fight Night: Sandhagen vs. Font,1,ftw,sub,1,98,79bfba62da6242a6,Diego Lopes ,Gavin Tucker
UFC Fight Night: Sandhagen vs. Font,1,lhw,dec_una,3,300,2c0496a5f39ab8a4,Tanner Boser ,Aleksa Camur
UFC Fight Night: Sandhagen vs. Font,0,lw,dec_una,3,300,531ce3d8011fa1f6,Ignacio Bahamondes ,Ludovit Klein
UFC Fight Night: Sandhagen vs. Font,1,bw,dec_una,3,300,e5cb9dfc1189d77d,Kyler Phillips ,Raoni Barcelos
UFC Fight Night: Sandhagen vs. Font,0,ww,sub,3,110,bda7992779a005fa,Jeremiah Wells ,Carlston Harris
